DATAAREAID,FSMAKEBUYDECISIONID,SORTINGID,Type,ProductionID,Hours,Category,RouteID,NAME,PartCategory,Lvl4FSDs,Lvl1FSDs,Ops,OpsComplete,ProductPool,Cost,V_DIE_PURCHASE_COMPONENT,V_DIE_MSD_COST,V_DIE_LSD,V_DIE_MSD,V_DIE_FSD,V_DIE_COST
gmna,Make,2018,Actual,P00044312,30.5,Process Planning,D3H450275,NEW_CONS_FTD_MISC_LINE_UNDER_5.0_FSDS_PREP,REAR FLOOR,3.51,4.56,1,1,DIE-PREP,2825.825,18739.82,55820.57,0.81,0.28,1.09,214688.16
gmna,Make,2018,Actual,P00043605,318.5,Assembly,D3L300055,NEW-CONS_FTD_UB_BETWN_5.0_7.0_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,29509.025,39808.98,74756.68,0.76,0.38,1.14,224473.67
gmna,Make,2018,Actual,P00043600,219.1,Assembly,D3L300055,NEW-CONS_FTD_UB_BETWN_5.0_7.0_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,20299.615,32232.21,73534.65,0.97,0.37,1.34,264366.69
gmna,MAKE,2018,Actual,P00049951,150.7,V6,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,11.61,15.39,1,1,DD,14054.282,,,,,,
gmna,MAKE,2018,Actual,P00049951,654.6,Iteration,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,11.61,15.39,2,2,DD,61047.996,,,,,,
gmna,MAKE,2018,Actual,P00049951,5652,Iteration,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,11.61,15.39,2,2,DD,527105.52,,,,,,
gmna,MAKE,2018,Actual,P00049951,703.5,Iteration,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,11.61,15.39,2,2,DD,64999.735,,,,,,
gmna,MAKE,2018,Actual,P00049951,7443.7,Iteration,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,11.61,15.39,2,2,DD,688821.103,,,,,,
gmna,MAKE,2018,Actual,P00049951,322,Iteration,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,11.61,15.39,2,2,DD,29717.38,,,,,,
gmna,MAKE,2018,Actual,P00047601,897,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,11.61,15.39,1,1,V2,82784.13,82399.52,167004.54,1.73,0.85,2.58,508203.68
gmna,MAKE,2018,Actual,P00047597,689.7,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,11.61,15.39,1,1,V2,63652.413,62731.48,159230.06,1.94,0.81,2.75,542636.32
gmna,MAKE,2018,Actual,P00047605,255.7,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,11.61,15.39,1,1,V2,23598.553,59750.79,138705.48,1.43,0.7,2.14,421381.56
gmna,MAKE,2018,Actual,P00047609,190.4,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,11.61,15.39,1,1,V2,17572.016,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,MAKE,2018,Actual,P00047593,911.1,V1,D3E300080,CONS_FTD_FENDER_IVER2_DRAW-010_V1_TOOL,FENDER OTR,11.61,15.39,1,1,V1,84085.419,14614.92,101376.63,1.59,0.51,2.1,415017.81
gmna,MAKE,2018,Actual,P00047599,1003,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,6,6,DIE-PREP,92566.87,82399.52,167004.54,1.73,0.85,2.58,508203.68
gmna,Make,2018,Actual,P00043595,528.4,Assembly,D3L300055,NEW-CONS_FTD_UB_BETWN_5.0_7.0_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,48956.26,12185.95,50517.25,1.09,0.26,1.35,266143.18
gmna,Make,2018,Actual,P00043603,115.7,Design,D2Y350520,NEW_DSGN_FTD_LINE_FSD'S_BETWEEN_5.0_7.0,QTR INR,5.62,8.8,6,6,DSGN,7798.18,32232.21,73534.65,0.97,0.37,1.34,264366.69
gmna,Make,2018,Actual,P00043615,124.5,Design,D2Y350520,NEW_DSGN_FTD_LINE_FSD'S_BETWEEN_5.0_7.0,QTR INR,5.62,8.8,6,6,DSGN,8391.3,21241.45,53435.79,0.58,0.27,0.85,167086.29
gmna,Make,2018,Actual,P00045272,137,Design,D2Y350540,NEW_DSGN_FTD_LINE_FSD'S_QTR_INR,QTR INR,5.62,8.8,6,6,DSGN,9233.8,13546.6,45423.14,0.71,0.23,0.94,185717.15
gmna,Make,2018,Actual,P00043596,155.1,Patterns,D3I450270,NEW_CONS_FTD_MISC_DRAW_BETWEEN_5.0_7.0_FSDS_PREP,QTR INR,5.62,8.8,2,2,DIE-PREP,14370.015,12185.95,50517.25,1.09,0.26,1.35,266143.18
gmna,Make,2018,Actual,P00043600,381,Initial Machining,D3L300055,NEW-CONS_FTD_UB_BETWN_5.0_7.0_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,35299.65,32232.21,73534.65,0.97,0.37,1.34,264366.69
gmna,Make,2018,Actual,P00045268,205.9,Initial Machining,D3M300055,NEW-CONS_FTD_QTR_INR_BETWN_9_12_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,19076.635,13546.6,45423.14,0.71,0.23,0.94,185717.15
gmna,Make,2018,Actual,P00043611,203.2,Initial Machining,D3L300055,NEW-CONS_FTD_UB_BETWN_5.0_7.0_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,18826.48,21241.45,53435.79,0.58,0.27,0.85,167086.29
gmna,Make,2018,Actual,P00043596,247.2,Foundry,D3I450270,NEW_CONS_FTD_MISC_DRAW_BETWEEN_5.0_7.0_FSDS_PREP,QTR INR,5.62,8.8,2,2,DIE-PREP,22903.08,12185.95,50517.25,1.09,0.26,1.35,266143.18
gmna,MAKE,2018,Actual,P00047602,960.1,Total,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,11.61,15.39,4,4,DAS,88607.629,59750.79,138705.48,1.43,0.7,2.14,421381.56
gmna,Make,2018,Actual,P00043601,143,Foundry,D3I450275,NEW_CONS_FTD_MISC_LINE_BETWEEN_5.0_7.0_FSDS_PREP,QTR INR,5.62,8.8,3,3,DIE-PREP,13248.95,32232.21,73534.65,0.97,0.37,1.34,264366.69
gmna,Make,2018,Actual,P00043600,240.6,Final Machining,D3L300055,NEW-CONS_FTD_UB_BETWN_5.0_7.0_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,22291.59,32232.21,73534.65,0.97,0.37,1.34,264366.69
gmna,Make,2018,Actual,P00043605,194.5,Final Machining,D3L300055,NEW-CONS_FTD_UB_BETWN_5.0_7.0_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,18020.425,39808.98,74756.68,0.76,0.38,1.14,224473.67
gmna,Make,2018,Actual,P00043595,176,Final Machining,D3L300055,NEW-CONS_FTD_UB_BETWN_5.0_7.0_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,16306.4,12185.95,50517.25,1.09,0.26,1.35,266143.18
gmna,Make,2018,Actual,P00043611,115.4,Final Machining,D3L300055,NEW-CONS_FTD_UB_BETWN_5.0_7.0_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,10691.81,21241.45,53435.79,0.58,0.27,0.85,167086.29
gmna,Make,2018,Actual,P00045268,108.5,Final Machining,D3M300055,NEW-CONS_FTD_QTR_INR_BETWN_9_12_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.62,8.8,1,1,DAS,10052.525,13546.6,45423.14,0.71,0.23,0.94,185717.15
gmna,Make,2018,Actual,P00043598,143.6,Design,D2Y300800,NEW_DSGN_FTD_DRAW-010_FSD'S_BETWEEN_5.0_7.0,QTR INR,5.62,8.8,5,5,DSGN,9678.64,12185.95,50517.25,1.09,0.26,1.35,266143.18
gmna,Make,2018,Actual,P00043609,141.2,Design,D2Y350520,NEW_DSGN_FTD_LINE_FSD'S_BETWEEN_5.0_7.0,QTR INR,5.62,8.8,6,6,DSGN,9516.88,39808.98,74756.68,0.76,0.38,1.14,224473.67
gmna,Make,2018,Actual,P00043606,179.5,Foundry,D3I450275,NEW_CONS_FTD_MISC_LINE_BETWEEN_5.0_7.0_FSDS_PREP,QTR INR,5.62,8.8,3,3,DIE-PREP,16630.675,39808.98,74756.68,0.76,0.38,1.14,224473.67
gmna,MAKE,2018,Actual,P00047606,930.4,Total,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,11.61,15.39,4,4,DAS,85866.616,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,MAKE,2018,Actual,P00047593,911.1,Total,D3E300080,CONS_FTD_FENDER_IVER2_DRAW-010_V1_TOOL,FENDER OTR,11.61,15.39,1,1,V1,84085.419,14614.92,101376.63,1.59,0.51,2.1,415017.81
gmna,MAKE,2018,Actual,P00047601,897,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,11.61,15.39,1,1,V2,82784.13,82399.52,167004.54,1.73,0.85,2.58,508203.68
gmna,MAKE,2018,Actual,P00047591,321.9,Patterns,D3E450260,NEW_CONS_FTD_FENDER_IVER2_PREP_DRAW,FENDER OTR,11.61,15.39,2,2,DIE-PREP,29031.328,14614.92,101376.63,1.59,0.51,2.1,415017.81
gmna,MAKE,2018,Actual,P00047595,319.3,Patterns,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,2,2,DIE-PREP,29416.117,62731.48,159230.06,1.94,0.81,2.75,542636.32
gmna,MAKE,2018,Actual,P00047607,315.9,Patterns,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,2,2,DIE-PREP,29154.411,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,MAKE,2018,Actual,P00047603,314.4,Patterns,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,2,2,DIE-PREP,29015.976,59750.79,138705.48,1.43,0.7,2.14,421381.56
gmna,MAKE,2018,Actual,P00047599,268.1,Patterns,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,2,2,DIE-PREP,24742.949,82399.52,167004.54,1.73,0.85,2.58,508203.68
gmna,MAKE,2018,Actual,P00047590,525.9,Initial Machining,D3E300055,NEW-CONS_FTD_FENDER_IVER2_Draw_010_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,48535.311,14614.92,101376.63,1.59,0.51,2.1,415017.81
gmna,MAKE,2018,Actual,P00047598,446.9,Initial Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,41244.401,82399.52,167004.54,1.73,0.85,2.58,508203.68
gmna,MAKE,2018,Actual,P00047595,16,Process Planning,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,1,1,DIE-PREP,1476.64,62731.48,159230.06,1.94,0.81,2.75,542636.32
gmna,MAKE,2018,Actual,P00047602,317.8,Initial Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,29329.762,59750.79,138705.48,1.43,0.7,2.14,421381.56
gmna,MAKE,2018,Actual,P00047595,430.7,Foundry,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,3,3,DIE-PREP,39749.303,62731.48,159230.06,1.94,0.81,2.75,542636.32
gmna,MAKE,2018,Actual,P00047603,357.8,Foundry,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,3,3,DIE-PREP,33021.362,59750.79,138705.48,1.43,0.7,2.14,421381.56
gmna,MAKE,2018,Actual,P00047607,136.7,Foundry,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,3,3,DIE-PREP,12616.043,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,MAKE,2018,Actual,P00047591,136.1,Foundry,D3E450260,NEW_CONS_FTD_FENDER_IVER2_PREP_DRAW,FENDER OTR,11.61,15.39,2,2,DIE-PREP,12560.669,14614.92,101376.63,1.59,0.51,2.1,415017.81
gmna,MAKE,2018,Actual,P00047598,447.6,Final Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,41309.004,82399.52,167004.54,1.73,0.85,2.58,508203.68
gmna,MAKE,2018,Actual,P00047590,423.4,Final Machining,D3E300055,NEW-CONS_FTD_FENDER_IVER2_Draw_010_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,39075.586,14614.92,101376.63,1.59,0.51,2.1,415017.81
gmna,MAKE,2018,Actual,P00047606,212.4,Initial Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,19602.396,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,Make,2018,Actual,P00045270,162.3,Patterns,D3J450275,NEW_CONS_FTD_QTR_INR_LINE_BETWEEN_9.0_12.0_FSDS_PREP,QTR INR,5.62,8.8,2,2,DIE-PREP,15037.095,13546.6,45423.14,0.71,0.23,0.94,185717.15
gmna,MAKE,2018,Actual,P00047607,20,Process Planning,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,1,1,DIE-PREP,1845.8,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,MAKE,2018,Actual,P00047591,61.1,Process Planning,D3E450260,NEW_CONS_FTD_FENDER_IVER2_PREP_DRAW,FENDER OTR,11.61,15.39,1,1,DIE-PREP,5638.919,14614.92,101376.63,1.59,0.51,2.1,415017.81
gmna,MAKE,2018,Actual,P00047595,766,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,6,6,DIE-PREP,70642.06,62731.48,159230.06,1.94,0.81,2.75,542636.32
gmna,MAKE,2018,Actual,P00047603,727.8,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,6,6,DIE-PREP,67168.662,59750.79,138705.48,1.43,0.7,2.14,421381.56
gmna,MAKE,2018,Actual,P00047597,689.7,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,11.61,15.39,1,1,V2,63652.413,62731.48,159230.06,1.94,0.81,2.75,542636.32
gmna,MAKE,2018,Actual,P00047537,620.2,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,11.61,15.39,6,6,DSGN,41858.32,62731.48,159230.06,1.94,0.81,2.75,542636.32
gmna,MAKE,2018,Actual,P00047540,534,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,11.61,15.39,6,6,DSGN,35991.6,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,MAKE,2018,Actual,P00047591,519.1,Total,D3E450260,NEW_CONS_FTD_FENDER_IVER2_PREP_DRAW,FENDER OTR,11.61,15.39,5,5,DIE-PREP,47230.916,14614.92,101376.63,1.59,0.51,2.1,415017.81
gmna,MAKE,2018,Actual,P00047539,514.4,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,11.61,15.39,6,6,DSGN,34670.56,59750.79,138705.48,1.43,0.7,2.14,421381.56
gmna,MAKE,2018,Actual,P00047538,484.2,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,11.61,15.39,6,6,DSGN,32635.08,82399.52,167004.54,1.73,0.85,2.58,508203.68
gmna,MAKE,2018,Actual,P00047603,55.6,Process Planning,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,1,1,DIE-PREP,5131.324,59750.79,138705.48,1.43,0.7,2.14,421381.56
gmna,MAKE,2018,Actual,P00047536,477.6,Total,D2Y300060,NEW_DSGN_FTD_DRAW-010_FENDER_CATEGORY-2,FENDER OTR,11.61,15.39,5,5,DSGN,32190.24,14614.92,101376.63,1.59,0.51,2.1,415017.81
gmna,MAKE,2018,Actual,P00047605,255.7,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,11.61,15.39,1,1,V2,23598.553,59750.79,138705.48,1.43,0.7,2.14,421381.56
gmna,MAKE,2018,Actual,P00047609,190.4,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,11.61,15.39,1,1,V2,17572.016,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,MAKE,2018,Actual,P00047598,476.9,Subassembly,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,44013.101,82399.52,167004.54,1.73,0.85,2.58,508203.68
gmna,MAKE,2018,Actual,P00047606,244,Subassembly,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,22518.76,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,MAKE,2018,Actual,P00047590,166.5,Subassembly,D3E300055,NEW-CONS_FTD_FENDER_IVER2_Draw_010_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,15366.285,14614.92,101376.63,1.59,0.51,2.1,415017.81
gmna,MAKE,2018,Actual,P00047602,96,Subassembly,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,8859.84,59750.79,138705.48,1.43,0.7,2.14,421381.56
gmna,MAKE,2018,Actual,P00047599,90.6,Process Planning,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,1,1,DIE-PREP,8361.474,82399.52,167004.54,1.73,0.85,2.58,508203.68
gmna,MAKE,2018,Actual,P00047607,472.6,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,11.61,15.39,6,6,DIE-PREP,43616.254,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,MAKE,2018,Actual,P00047606,205,Final Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,11.61,15.39,1,1,DAS,18919.45,76608.77,147356.32,1.29,0.75,2.04,402705.69
gmna,MAKE,2018,Actual,P00047527,521.6,Design,D2Y350060,NEW_DSGN_FTD_LINE_CAM_BSO_CATEGORY-1,BODY SI OTR,12.57,20.62,6,6,DSGN,35155.84,71298.31,165161.78,1.5,0.84,2.33,460228.68
gmna,MAKE,2018,Actual,P00047522,478.4,Design,D2Y350060,NEW_DSGN_FTD_LINE_CAM_BSO_CATEGORY-1,BODY SI OTR,12.57,20.62,6,6,DSGN,32244.16,97940.52,208497.24,2.19,1.06,3.24,639441.56
gmna,MAKE,2018,Actual,P00047526,476,Design,D2Y350060,NEW_DSGN_FTD_LINE_CAM_BSO_CATEGORY-1,BODY SI OTR,12.57,20.62,6,6,DSGN,32082.4,116982.99,217845.63,2.13,1.1,3.23,637198.84
gmna,MAKE,2018,Actual,P00047520,438.6,Design,D2Y300020,NEW_DSGN_FTD_DRAW-010_BSO_CATEGORY-1,BODY SI OTR,12.57,20.62,5,5,DSGN,29561.64,30119.52,160937.47,2.95,0.82,3.77,742629.13
gmna,MAKE,2018,Actual,P00047551,827.5,Assembly,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.57,20.62,1,1,DAS,76369.975,97940.52,208497.24,2.19,1.06,3.24,639441.56
gmna,MAKE,2018,Actual,P00047559,652.2,Assembly,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.57,20.62,1,1,DAS,60191.538,71298.31,165161.78,1.5,0.84,2.33,460228.68
gmna,Make,2018,Actual,P00043678,158.5,Patterns,D3J450275,NEW_CONS_FTD_QTR_INR_LINE_BETWEEN_9.0_12.0_FSDS_PREP,QTR INR,5.35,7.74,2,2,DIE-PREP,14685.025,27159.7,68065.23,0.94,0.35,1.29,254176.78
gmna,Make,2018,Actual,P00043690,134.7,Patterns,D3J450275,NEW_CONS_FTD_QTR_INR_LINE_BETWEEN_9.0_12.0_FSDS_PREP,QTR INR,5.35,7.74,2,2,DIE-PREP,12479.955,21906.52,54121.24,0.62,0.27,0.89,175579.13
gmna,Make,2018,Actual,P00043677,328.5,Initial Machining,D3M300055,NEW-CONS_FTD_QTR_INR_BETWN_9_12_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.35,7.74,1,1,DAS,30435.525,27159.7,68065.23,0.94,0.35,1.29,254176.78
gmna,Make,2018,Actual,P00043671,172.2,Initial Machining,D3M300055,NEW-CONS_FTD_QTR_INR_BETWN_9_12_FSD'S_DRAW_LINE_DAS_TL-Stg,QTR INR,5.35,7.74,1,1,DAS,15954.33,11879.88,52099.04,0.78,0.26,1.04,204943.98
gmna,MAKE,2018,Actual,P00047559,348.6,Final Machining,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.57,20.62,1,1,DAS,32172.294,71298.31,165161.78,1.5,0.84,2.33,460228.68
gmna,MAKE,2018,Actual,P00047551,742.6,Final Machining,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.57,20.62,1,1,DAS,68534.554,97940.52,208497.24,2.19,1.06,3.24,639441.56
gmna,MAKE,2018,Actual,P00047544,400,Subassembly,D3D300055,NEW-CONS_FTD_IVER1_DRAW-010_DAS_TL-Stg,BODY SI OTR,12.57,20.62,1,1,DAS,36916,30119.52,160937.47,2.95,0.82,3.77,742629.13
gmna,MAKE,2018,Actual,P00047559,265.3,Subassembly,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.57,20.62,1,1,DAS,24484.537,71298.31,165161.78,1.5,0.84,2.33,460228.68
gmna,MAKE,2018,Actual,P00047552,77.5,Process Planning,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.57,20.62,1,1,DIE-PREP,7089.545,97940.52,208497.24,2.19,1.06,3.24,639441.56
gmna,MAKE,2018,Actual,P00047560,47.9,Process Planning,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.57,20.62,1,1,DIE-PREP,4420.691,71298.31,165161.78,1.5,0.84,2.33,460228.68
gmna,MAKE,2018,Actual,P00047556,24.5,Process Planning,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.57,20.62,1,1,DIE-PREP,2207.94,116982.99,217845.63,2.13,1.1,3.23,637198.84
gmna,MAKE,2018,Actual,P00047545,362.5,Patterns,D3D450250,NEW_CONS_FTD_BSO_IVER1_PREP_DRAW,BODY SI OTR,12.57,20.62,2,2,DIE-PREP,33585.625,30119.52,160937.47,2.95,0.82,3.77,742629.13
gmna,MAKE,2018,Actual,P00047552,334.2,Patterns,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.57,20.62,2,2,DIE-PREP,30764.013,97940.52,208497.24,2.19,1.06,3.24,639441.56
gmna,MAKE,2018,Actual,P00047556,316.5,Patterns,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.57,20.62,2,2,DIE-PREP,29152.697,116982.99,217845.63,2.13,1.1,3.23,637198.84
gmna,MAKE,2018,Actual,P00047555,413.5,Initial Machining,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.57,20.62,1,1,DAS,38161.915,116982.99,217845.63,2.13,1.1,3.23,637198.84
gmna,MAKE,2018,Actual,P00047560,241.4,Foundry,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.57,20.62,3,3,DIE-PREP,22278.806,71298.31,165161.78,1.5,0.84,2.33,460228.68
gmna,MAKE,2018,Actual,P00047556,236.8,Foundry,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.57,20.62,3,3,DIE-PREP,21854.272,116982.99,217845.63,2.13,1.1,3.23,637198.84
gmna,MAKE,2018,Actual,P00047545,188.7,Foundry,D3D450250,NEW_CONS_FTD_BSO_IVER1_PREP_DRAW,BODY SI OTR,12.57,20.62,1,1,DIE-PREP,17205.008,30119.52,160937.47,2.95,0.82,3.77,742629.13
gmna,MAKE,2018,Actual,P00047552,143.3,Foundry,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.57,20.62,3,3,DIE-PREP,13073.908,97940.52,208497.24,2.19,1.06,3.24,639441.56
gmna,MAKE,2018,Actual,P00047560,295.9,Patterns,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.57,20.62,2,2,DIE-PREP,26688.208,71298.31,165161.78,1.5,0.84,2.33,460228.68
gmna,Make,2018,Actual,P00043685,220,Foundry,D3J450275,NEW_CONS_FTD_QTR_INR_LINE_BETWEEN_9.0_12.0_FSDS_PREP,QTR INR,5.35,7.74,3,3,DIE-PREP,20383,38988.16,73603.8,0.76,0.37,1.14,224347.13
gmna,Make,2018,Actual,P00043596,427.3,Total,D3I450270,NEW_CONS_FTD_MISC_DRAW_BETWEEN_5.0_7.0_FSDS_PREP,QTR INR,5.62,8.8,5,5,DIE-PREP,39589.345,12185.95,50517.25,1.09,0.26,1.35,266143.18
gmna,Make,2018,Actual,P00045270,397.6,Total,D3J450275,NEW_CONS_FTD_QTR_INR_LINE_BETWEEN_9.0_12.0_FSDS_PREP,QTR INR,5.62,8.8,6,6,DIE-PREP,36837.64,13546.6,45423.14,0.71,0.23,0.94,185717.15
gmna,Make,2018,Actual,P00043601,386.9,Total,D3I450275,NEW_CONS_FTD_MISC_LINE_BETWEEN_5.0_7.0_FSDS_PREP,QTR INR,5.62,8.8,6,6,DIE-PREP,35846.285,32232.21,73534.65,0.97,0.37,1.34,264366.69
gmna,Make,2018,Actual,P00043598,143.6,Total,D2Y300800,NEW_DSGN_FTD_DRAW-010_FSD'S_BETWEEN_5.0_7.0,QTR INR,5.62,8.8,5,5,DSGN,9678.64,12185.95,50517.25,1.09,0.26,1.35,266143.18
gmna,Make,2018,Actual,P00043609,141.2,Total,D2Y350520,NEW_DSGN_FTD_LINE_FSD'S_BETWEEN_5.0_7.0,QTR INR,5.62,8.8,6,6,DSGN,9516.88,39808.98,74756.68,0.76,0.38,1.14,224473.67
gmna,Make,2018,Actual,P00045272,137,Total,D2Y350540,NEW_DSGN_FTD_LINE_FSD'S_QTR_INR,QTR INR,5.62,8.8,6,6,DSGN,9233.8,13546.6,45423.14,0.71,0.23,0.94,185717.15
