DATAAREAID,FSMAKEBUYDECISIONID,SORTINGID,Type,ProductionID,Hours,Category,RouteID,NAME,PartCategory,Lvl4FSDs,Lvl1FSDs,Ops,OpsComplete,ProductPool,Cost,V_DIE_PURCHASE_COMPONENT,V_DIE_MSD_COST,V_DIE_LSD,V_DIE_MSD,V_DIE_FSD,V_DIE_COST
gmna,MAKE,2018,Actual,P00044858,449.4,Total,D2Y350060,NEW_DSGN_FTD_LINE_CAM_BSO_CATEGORY-1,BODY SI OTR,11.8,14.33,6,6,DSGN,30289.56,47527.03,153271.04,1.81,0.78,2.59,510432.78
gmna,MAKE,2018,Actual,P00044851,364.2,Total,D2Y300020,NEW_DSGN_FTD_DRAW-010_BSO_CATEGORY-1,BODY SI OTR,11.8,14.33,5,5,DSGN,24547.08,28033.31,159524.94,2.84,0.81,3.65,720498.08
gmna,MAKE,2018,Actual,P00044856,799.9,Total,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,11.8,14.33,6,6,DIE-PREP,74110.735,47527.03,153271.04,1.81,0.78,2.59,510432.78
gmna,MAKE,2018,Actual,P00044817,1018.2,Initial Machining,D3D300055,NEW-CONS_FTD_IVER1_DRAW-010_DAS_TL-Stg,BODY SI OTR,12.14,15.36,1,1,DAS,94336.23,28033.31,159524.94,2.84,0.81,3.65,720498.08
gmna,MAKE,2018,Actual,P00044863,833.1,V2,D3D350080,CONS_FTD_BSO_IVER1_Line_V2_TOOL,BODY SI OTR,11.8,14.33,1,1,V2,75744.085,55758.21,156856.05,1.85,0.8,2.64,521536.25
gmna,MAKE,2018,Actual,P00045662,472.7,Assembly,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.14,15.36,1,1,DAS,43795.655,55804.66,156519.97,1.86,0.79,2.65,523265.89
gmna,MAKE,2018,Actual,P00044835,675.7,Initial Machining,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.14,15.36,1,1,DAS,62603.605,108601.29,202230.67,1.76,1.03,2.78,548515.57
gmna,MAKE,2018,Actual,P00045663,357,Foundry,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.14,15.36,3,3,DIE-PREP,33076.05,55804.66,156519.97,1.86,0.79,2.65,523265.89
gmna,MAKE,2018,Actual,P00044823,209.9,Foundry,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.14,15.36,3,3,DIE-PREP,19447.235,48107.42,153706.74,2.28,0.78,3.06,603078.48
gmna,MAKE,2018,Actual,P00044836,194.1,Foundry,D3D450255,NEW_CONS_FTD_BSO_IVER1_PREP_LINE_DIE,BODY SI OTR,12.14,15.36,3,3,DIE-PREP,17983.365,108601.29,202230.67,1.76,1.03,2.78,548515.57
gmna,MAKE,2018,Actual,P00044822,605.7,Final Machining,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.14,15.36,1,1,DAS,56118.105,48107.42,153706.74,2.28,0.78,3.06,603078.48
gmna,MAKE,2018,Actual,P00044874,437.9,Iteration,D3D200111,CONS_FTD_V3-V6_ITERATIONS_BSO_FDR_FSD'S_TOOLSET,BODY SI OTR,11.8,14.33,2,2,DD,39869.456,,,,,,
gmna,MAKE,2018,Actual,P00044835,483.2,Final Machining,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.14,15.36,1,1,DAS,44768.48,108601.29,202230.67,1.76,1.03,2.78,548515.57
gmna,MAKE,2018,Actual,P00044825,494,Design,D2Y350060,NEW_DSGN_FTD_LINE_CAM_BSO_CATEGORY-1,BODY SI OTR,12.14,15.36,6,6,DSGN,33295.6,48107.42,153706.74,2.28,0.78,3.06,603078.48
gmna,MAKE,2018,Actual,P00044838,468.8,Design,D2Y350060,NEW_DSGN_FTD_LINE_CAM_BSO_CATEGORY-1,BODY SI OTR,12.14,15.36,6,6,DSGN,31597.12,108601.29,202230.67,1.76,1.03,2.78,548515.57
gmna,MAKE,2018,Actual,P00044833,465.5,Design,D2Y350060,NEW_DSGN_FTD_LINE_CAM_BSO_CATEGORY-1,BODY SI OTR,12.14,15.36,6,6,DSGN,31374.7,55804.66,156519.97,1.86,0.79,2.65,523265.89
gmna,MAKE,2018,Actual,P00044820,371.3,Design,D2Y300020,NEW_DSGN_FTD_DRAW-010_BSO_CATEGORY-1,BODY SI OTR,12.14,15.36,5,5,DSGN,25025.62,28033.31,159524.94,2.84,0.81,3.65,720498.08
gmna,MAKE,2018,Actual,P00044817,1318.8,Assembly,D3D300055,NEW-CONS_FTD_IVER1_DRAW-010_DAS_TL-Stg,BODY SI OTR,12.14,15.36,1,1,DAS,122186.82,28033.31,159524.94,2.84,0.81,3.65,720498.08
gmna,MAKE,2018,Actual,P00044835,1131.5,Assembly,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.14,15.36,1,1,DAS,104833.475,108601.29,202230.67,1.76,1.03,2.78,548515.57
gmna,MAKE,2018,Actual,P00044822,652.4,Assembly,D3D360055,NEW-CONS_FTD_BSO_IVER1_LINE_DAS_TL-Stg,BODY SI OTR,12.14,15.36,1,1,DAS,60444.86,48107.42,153706.74,2.28,0.78,3.06,603078.48
gmna,MAKE,2018,Actual,P00044817,352.9,Final Machining,D3D300055,NEW-CONS_FTD_IVER1_DRAW-010_DAS_TL-Stg,BODY SI OTR,12.14,15.36,1,1,DAS,32696.185,28033.31,159524.94,2.84,0.81,3.65,720498.08
gmna,Make,2018,Actual,P00044061,297,Design,D2Y300800,NEW_DSGN_FTD_DRAW-010_FSD'S_BETWEEN_5.0_7.0,FRONT FLOOR,5.91,8.96,5,5,DSGN,20017.8,13605.14,107317.6,1.95,0.54,2.49,491811.83
gmna,Make,2018,Actual,P00044305,157,Subassembly,D3K300055,NEW-CONS_FTD_UB_UNDER_5.0_FSD'S_DRAW_010_DAS_TL-Stg,REAR FLOOR,3.51,4.56,1,1,DAS,14546.05,14746.51,69183.67,0.88,0.35,1.23,242765.35
gmna,Make,2018,Actual,P00044062,342.1,Design,D2Y350520,NEW_DSGN_FTD_LINE_FSD'S_BETWEEN_5.0_7.0,FRONT FLOOR,5.91,8.96,6,6,DSGN,23057.54,24486.68,99332.39,1.35,0.5,1.85,365731.44
gmna,MAKE,2018,Actual,P00044758,263.4,Total,D3E300080,CONS_FTD_FENDER_IVER2_DRAW-010_V1_TOOL,FENDER OTR,5.91,6.28,1,1,V1,24357.806,16256.3,48546.71,1.04,0.25,1.29,253412.35
gmna,MAKE,2018,Actual,P00044782,285.1,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,5.91,6.28,1,1,V2,25921.022,75532.46,105698.7,1.2,0.54,1.73,341810.21
gmna,MAKE,2018,Actual,P00044756,350.1,Total,D2Y300060,NEW_DSGN_FTD_DRAW-010_FENDER_CATEGORY-2,FENDER OTR,5.91,6.28,5,5,DSGN,23596.74,16256.3,48546.71,1.04,0.25,1.29,253412.35
gmna,MAKE,2018,Actual,P00044763,355.7,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,5.91,6.28,1,1,V2,32316.952,38270.7,72722.95,1.17,0.37,1.53,302643.35
gmna,MAKE,2018,Actual,P00044777,402,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,5.91,6.28,1,1,V2,37191.47,39842.59,68531.63,1.01,0.35,1.36,268308.7
gmna,MAKE,2018,Actual,P00044762,409.1,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,5.91,6.28,6,6,DSGN,27573.34,38270.7,72722.95,1.17,0.37,1.53,302643.35
gmna,MAKE,2018,Actual,P00044779,481.1,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,6,6,DIE-PREP,44573.915,75532.46,105698.7,1.2,0.54,1.73,341810.21
gmna,MAKE,2018,Actual,P00044781,483.4,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,5.91,6.28,6,6,DSGN,32581.16,75532.46,105698.7,1.2,0.54,1.73,341810.21
gmna,MAKE,2018,Actual,P00045658,513.1,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,6,6,DIE-PREP,47538.715,39842.59,68531.63,1.01,0.35,1.36,268308.7
gmna,MAKE,2018,Actual,P00044760,553.9,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,6,6,DIE-PREP,51318.835,38270.7,72722.95,1.17,0.37,1.53,302643.35
gmna,MAKE,2018,Actual,P00044754,806.5,Total,D3E450260,NEW_CONS_FTD_FENDER_IVER2_PREP_DRAW,FENDER OTR,5.91,6.28,5,5,DIE-PREP,74722.225,16256.3,48546.71,1.04,0.25,1.29,253412.35
gmna,MAKE,2018,Actual,P00044776,430.5,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,5.91,6.28,6,6,DSGN,29015.7,39842.59,68531.63,1.01,0.35,1.36,268308.7
gmna,Make,2018,Actual,P00044063,339.7,Design,D2Y350520,NEW_DSGN_FTD_LINE_FSD'S_BETWEEN_5.0_7.0,FRONT FLOOR,5.91,8.96,6,6,DSGN,22895.78,37290.85,111720.07,1.01,0.57,1.57,310154.41
gmna,MAKE,2018,Actual,P00044779,49,Process Planning,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,1,1,DIE-PREP,4539.85,75532.46,105698.7,1.2,0.54,1.73,341810.21
gmna,MAKE,2018,Actual,P00044778,274.9,Final Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,5.91,6.28,1,1,DAS,25469.485,75532.46,105698.7,1.2,0.54,1.73,341810.21
gmna,MAKE,2018,Actual,P00044753,309.2,Final Machining,D3E300055,NEW-CONS_FTD_FENDER_IVER2_Draw_010_DAS_TL-Stg,FENDER OTR,5.91,6.28,1,1,DAS,28647.38,16256.3,48546.71,1.04,0.25,1.29,253412.35
gmna,MAKE,2018,Actual,P00044760,251.9,Foundry,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,3,3,DIE-PREP,23338.535,38270.7,72722.95,1.17,0.37,1.53,302643.35
gmna,MAKE,2018,Actual,P00044779,260.9,Foundry,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,3,3,DIE-PREP,24172.385,75532.46,105698.7,1.2,0.54,1.73,341810.21
gmna,MAKE,2018,Actual,P00045657,378.2,Initial Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,5.91,6.28,1,1,DAS,35040.23,39842.59,68531.63,1.01,0.35,1.36,268308.7
gmna,MAKE,2018,Actual,P00044759,445.5,Initial Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,5.91,6.28,1,1,DAS,41275.575,38270.7,72722.95,1.17,0.37,1.53,302643.35
gmna,MAKE,2018,Actual,P00045658,164.4,Patterns,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,2,2,DIE-PREP,15231.66,39842.59,68531.63,1.01,0.35,1.36,268308.7
gmna,MAKE,2018,Actual,P00044779,171.2,Patterns,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,2,2,DIE-PREP,15861.68,75532.46,105698.7,1.2,0.54,1.73,341810.21
gmna,MAKE,2018,Actual,P00044760,278,Patterns,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,2,2,DIE-PREP,25756.7,38270.7,72722.95,1.17,0.37,1.53,302643.35
gmna,MAKE,2018,Actual,P00044760,24,Process Planning,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,1,1,DIE-PREP,2223.6,38270.7,72722.95,1.17,0.37,1.53,302643.35
gmna,MAKE,2018,Actual,P00045658,35,Process Planning,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.91,6.28,1,1,DIE-PREP,3242.75,39842.59,68531.63,1.01,0.35,1.36,268308.7
gmna,MAKE,2018,Actual,P00044778,472.8,Initial Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,5.91,6.28,1,1,DAS,43804.92,75532.46,105698.7,1.2,0.54,1.73,341810.21
gmna,MAKE,2018,Actual,P00044782,285.1,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,5.91,6.28,1,1,V2,25921.022,75532.46,105698.7,1.2,0.54,1.73,341810.21
gmna,MAKE,2018,Actual,P00046765,1121.1,Total,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,12.57,15.47,4,4,DAS,102689.316,71840.94,155825.22,1.89,0.79,2.68,527908.43
gmna,MAKE,2018,Actual,P00046755,1095.5,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,12.57,15.47,6,6,DIE-PREP,101059.076,109640.97,194644.52,1.82,0.99,2.8,552752.04
gmna,MAKE,2018,Actual,P00046761,1018.6,Total,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,12.57,15.47,4,4,DAS,93012.042,66574.84,137808.95,1.37,0.7,2.07,408867.85
gmna,MAKE,2018,Actual,P00046766,916.6,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,12.57,15.47,6,6,DIE-PREP,84664.93,71840.94,155825.22,1.89,0.79,2.68,527908.43
gmna,MAKE,2018,Actual,P00046760,791.9,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,12.57,15.47,1,1,V2,73084.451,109640.97,194644.52,1.82,0.99,2.8,552752.04
gmna,MAKE,2018,Actual,P00046764,762.6,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,12.57,15.47,1,1,V2,70380.354,66574.84,137808.95,1.37,0.7,2.07,408867.85
gmna,MAKE,2018,Actual,P00046714,678.7,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,12.57,15.47,6,6,DIE-PREP,62005.319,84046.53,176422.69,1.91,0.89,2.81,553244.16
gmna,MAKE,2018,Actual,P00046762,628.6,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,12.57,15.47,6,6,DIE-PREP,57963.24,66574.84,137808.95,1.37,0.7,2.07,408867.85
gmna,MAKE,2018,Actual,P00046516,497.7,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,12.57,15.47,6,6,DSGN,33544.98,84046.53,176422.69,1.91,0.89,2.81,553244.16
gmna,MAKE,2018,Actual,P00046768,470.5,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,12.57,15.47,1,1,V2,43422.445,71840.94,155825.22,1.89,0.79,2.68,527908.43
gmna,MAKE,2018,Actual,P00046517,460.7,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,12.57,15.47,6,6,DSGN,31051.18,109640.97,194644.52,1.82,0.99,2.8,552752.04
gmna,MAKE,2018,Actual,P00046518,460.2,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,12.57,15.47,6,6,DSGN,31017.48,66574.84,137808.95,1.37,0.7,2.07,408867.85
gmna,MAKE,2018,Actual,P00046519,449.5,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,12.57,15.47,6,6,DSGN,30296.3,71840.94,155825.22,1.89,0.79,2.68,527908.43
gmna,MAKE,2018,Actual,P00046710,401,Total,D3E450260,NEW_CONS_FTD_FENDER_IVER2_PREP_DRAW,FENDER OTR,12.57,15.47,5,5,DIE-PREP,37146.89,14695.08,100207.48,1.71,0.51,2.21,436475.17
gmna,MAKE,2018,Actual,P00046515,378.2,Total,D2Y300060,NEW_DSGN_FTD_DRAW-010_FENDER_CATEGORY-2,FENDER OTR,12.57,15.47,5,5,DSGN,25490.68,14695.08,100207.48,1.71,0.51,2.21,436475.17
gmna,MAKE,2018,Actual,P00046717,541.1,Total,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,12.57,15.47,1,1,V2,49938.119,84046.53,176422.69,1.91,0.89,2.81,553244.16
gmna,MAKE,2018,Actual,P00044763,355.7,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,5.91,6.28,1,1,V2,32316.952,38270.7,72722.95,1.17,0.37,1.53,302643.35
gmna,MAKE,2018,Actual,P00044777,402,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,5.91,6.28,1,1,V2,37191.47,39842.59,68531.63,1.01,0.35,1.36,268308.7
gmna,MAKE,2018,Actual,P00044786,377.4,Iteration,D3D200111,CONS_FTD_V3-V6_ITERATIONS_BSO_FDR_FSD'S_TOOLSET,FENDER OTR,5.91,6.28,2,2,DD,34835.195,,,,,,
gmna,MAKE,2018,Actual,P00044786,2802,Iteration,D3D200111,CONS_FTD_V3-V6_ITERATIONS_BSO_FDR_FSD'S_TOOLSET,FENDER OTR,5.91,6.28,2,2,DD,258596.58,,,,,,
gmna,MAKE,2018,Actual,P00044786,6157.1,Iteration,D3D200111,CONS_FTD_V3-V6_ITERATIONS_BSO_FDR_FSD'S_TOOLSET,FENDER OTR,5.91,6.28,2,2,DD,568238.759,,,,,,
gmna,MAKE,2018,Actual,P00044786,6910.6,V6,D3D200111,CONS_FTD_V3-V6_ITERATIONS_BSO_FDR_FSD'S_TOOLSET,FENDER OTR,5.91,6.28,1,1,DD,637797.122,,,,,,
gmna,MAKE,2018,Actual,P00049950,4181.2,V6,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,12.57,15.47,1,1,DD,389423.254,,,,,,
gmna,MAKE,2018,Actual,P00049950,945.65,Iteration,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,12.57,15.47,2,2,DD,87274.0385,,,,,,
gmna,MAKE,2018,Actual,P00049950,13861.85,Iteration,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,12.57,15.47,2,2,DD,1279463.882,,,,,,
gmna,MAKE,2018,Actual,P00049950,326.8,Iteration,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,12.57,15.47,2,2,DD,30160.372,,,,,,
gmna,MAKE,2018,Actual,P00049950,5648.4,Iteration,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,12.57,15.47,2,2,DD,521290.836,,,,,,
gmna,MAKE,2018,Actual,P00049950,944.7,Iteration,D3D200580,FTD_FENDER_DD_14-17_FSD,FENDER OTR,12.57,15.47,2,2,DD,87186.363,,,,,,
gmna,MAKE,2018,Actual,P00046760,791.9,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,12.57,15.47,1,1,V2,73084.451,109640.97,194644.52,1.82,0.99,2.8,552752.04
gmna,MAKE,2018,Actual,P00046764,762.6,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,12.57,15.47,1,1,V2,70380.354,66574.84,137808.95,1.37,0.7,2.07,408867.85
gmna,MAKE,2018,Actual,P00046717,541.1,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,12.57,15.47,1,1,V2,49938.119,84046.53,176422.69,1.91,0.89,2.81,553244.16
gmna,MAKE,2018,Actual,P00046768,470.5,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,12.57,15.47,1,1,V2,43422.445,71840.94,155825.22,1.89,0.79,2.68,527908.43
gmna,MAKE,2018,Actual,P00046712,1623.5,V1,D3E300080,CONS_FTD_FENDER_IVER2_DRAW-010_V1_TOOL,FENDER OTR,12.57,15.47,1,1,V1,149832.815,14695.08,100207.48,1.71,0.51,2.21,436475.17
gmna,MAKE,2018,Actual,P00044759,232.5,Final Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,5.91,6.28,1,1,DAS,21541.125,38270.7,72722.95,1.17,0.37,1.53,302643.35
gmna,MAKE,2018,Actual,P00045657,189.8,Final Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,5.91,6.28,1,1,DAS,17584.97,39842.59,68531.63,1.01,0.35,1.36,268308.7
gmna,MAKE,2018,Actual,P00047025,469.5,Design,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,10.9,11.15,6,6,DSGN,31644.3,92899.63,176438.16,2.06,0.89,2.95,581829.95
gmna,MAKE,2018,Actual,P00047024,480.9,Design,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,10.9,11.15,6,6,DSGN,32412.66,66723.65,154521.43,1.79,0.78,2.57,507051.07
gmna,MAKE,2018,Actual,P00047026,504.1,Design,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,10.9,11.15,6,6,DSGN,33976.34,144590.16,222158.03,2.48,1.13,3.61,710959.06
gmna,MAKE,2018,Actual,P00047072,324,Final Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,10.9,11.15,1,1,DAS,29901.96,92899.63,176438.16,2.06,0.89,2.95,581829.95
gmna,MAKE,2018,Actual,P00047076,350.5,Final Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,10.9,11.15,1,1,DAS,32347.645,144590.16,222158.03,2.48,1.13,3.61,710959.06
gmna,MAKE,2018,Actual,P00047073,169.9,Foundry,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,10.9,11.15,3,3,DIE-PREP,15641.011,92899.63,176438.16,2.06,0.89,2.95,581829.95
gmna,MAKE,2018,Actual,P00047023,377.4,Design,D2Y300060,NEW_DSGN_FTD_DRAW-010_FENDER_CATEGORY-2,FENDER OTR,10.9,11.15,5,5,DSGN,25436.76,11344.03,84415.08,1.6,0.43,2.02,399002.99
gmna,MAKE,2018,Actual,P00047065,298,Foundry,D3E450260,NEW_CONS_FTD_FENDER_IVER2_PREP_DRAW,FENDER OTR,10.9,11.15,2,2,DIE-PREP,27533.8,11344.03,84415.08,1.6,0.43,2.02,399002.99
gmna,MAKE,2018,Actual,P00047076,391.5,Initial Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,10.9,11.15,1,1,DAS,36131.535,144590.16,222158.03,2.48,1.13,3.61,710959.06
gmna,MAKE,2018,Actual,P00047072,734.4,Initial Machining,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,10.9,11.15,1,1,DAS,67696.401,92899.63,176438.16,2.06,0.89,2.95,581829.95
gmna,MAKE,2018,Actual,P00047073,307.9,Patterns,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,10.9,11.15,2,2,DIE-PREP,28526.935,92899.63,176438.16,2.06,0.89,2.95,581829.95
gmna,MAKE,2018,Actual,P00047069,311.8,Patterns,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,10.9,11.15,2,2,DIE-PREP,28723.942,66723.65,154521.43,1.79,0.78,2.57,507051.07
gmna,MAKE,2018,Actual,P00047065,321.5,Patterns,D3E450260,NEW_CONS_FTD_FENDER_IVER2_PREP_DRAW,FENDER OTR,10.9,11.15,2,2,DIE-PREP,29786.975,11344.03,84415.08,1.6,0.43,2.02,399002.99
gmna,MAKE,2018,Actual,P00047076,683.6,Assembly,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,10.9,11.15,1,1,DAS,63089.444,144590.16,222158.03,2.48,1.13,3.61,710959.06
gmna,MAKE,2018,Actual,P00047064,544.6,Assembly,D3E300055,NEW-CONS_FTD_FENDER_IVER2_Draw_010_DAS_TL-Stg,FENDER OTR,10.9,11.15,1,1,DAS,50261.134,11344.03,84415.08,1.6,0.43,2.02,399002.99
gmna,MAKE,2018,Actual,P00044810,477.9,Total,D2Y350140,NEW_DSGN_FTD_LINE_CAM_FENDER_CATEGORY-2,FENDER OTR,5.7,7.67,6,6,DSGN,32210.46,75506.6,105683.21,1.19,0.54,1.72,339717.84
gmna,MAKE,2018,Actual,P00045660,540.5,Total,D3E450265,NEW_CONS_FTD_FENDER_IVER2_PREP_LINE_DIE,FENDER OTR,5.7,7.67,6,6,DIE-PREP,50077.325,39807.25,68730.49,1,0.35,1.35,266345.13
gmna,MAKE,2018,Actual,P00044796,598,Total,D3E300080,CONS_FTD_FENDER_IVER2_DRAW-010_V1_TOOL,FENDER OTR,5.7,7.67,1,1,V1,55005.77,17675.39,51060.2,1.03,0.26,1.29,254192.36
gmna,MAKE,2018,Actual,P00047072,600.4,Assembly,D3E360055,NEW-CONS_FTD_FENDER_IVER2_Line_DAS_TL-Stg,FENDER OTR,10.9,11.15,1,1,DAS,55410.916,92899.63,176438.16,2.06,0.89,2.95,581829.95
gmna,MAKE,2018,Actual,P00044796,598,V1,D3E300080,CONS_FTD_FENDER_IVER2_DRAW-010_V1_TOOL,FENDER OTR,5.7,7.67,1,1,V1,55005.77,17675.39,51060.2,1.03,0.26,1.29,254192.36
gmna,MAKE,2018,Actual,P00044801,154.2,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,5.7,7.67,1,1,V2,13935.564,37937.9,71388.68,0.98,0.36,1.34,264772.2
gmna,MAKE,2018,Actual,P00044806,429.8,V2,D3E350080,CONS_FTD_FENDER_IVER2_Line_V2_TOOL,FENDER OTR,5.7,7.67,1,1,V2,39127.556,39807.25,68730.49,1,0.35,1.35,266345.13
gmna,MAKE,2018,Actual,P00044812,813.6,Iteration,D3D200111,CONS_FTD_V3-V6_ITERATIONS_BSO_FDR_FSD'S_TOOLSET,FENDER OTR,5.7,7.67,2,2,DD,74580.429,,,,,,
gmna,MAKE,2018,Actual,P00044812,1871.1,Iteration,D3D200111,CONS_FTD_V3-V6_ITERATIONS_BSO_FDR_FSD'S_TOOLSET,FENDER OTR,5.7,7.67,2,2,DD,172587.589,,,,,,
gmna,MAKE,2018,Actual,P00044812,5502.5,Iteration,D3D200111,CONS_FTD_V3-V6_ITERATIONS_BSO_FDR_FSD'S_TOOLSET,FENDER OTR,5.7,7.67,2,2,DD,507825.725,,,,,,
gmna,MAKE,2018,Actual,P00044812,3368.8,V6,D3D200111,CONS_FTD_V3-V6_ITERATIONS_BSO_FDR_FSD'S_TOOLSET,FENDER OTR,5.7,7.67,1,1,DD,310906.552,,,,,,
